fen,action,score,result
w1b1bwwb/1b3bb1/bww2w2/wb1b1bb1/3w1w2/b1w3ww/b3b1w1/w2w1b1b b,"(2, 7)",-100,-1
3bw3/2w1w1w1/w1ww3b/1wb2wb1/b2wb3/1w4bw/1bw3bb/b1b1bwbb b,"(2, 3)",-100,-1
1b2b3/1w1b1b1w/1bb2w2/1b6/bw4w1/w2wbw2/1b6/2w5 w,"(2, 4)",100,1
w7/5b1w/b3w1bb/2b5/8/8/8/4w3 w,"(3, 4)",0
w7/5b1w/b3w1bb/2b5/8/8/8/4w3 b,"(3, 5)",0
w7/5b1w/b3w1bb/2b5/2w1b3/8/8/4w3 w,"(5, 5)",0
w7/5b1w/b3w1bb/2b5/2w1b3/8/8/4w3 b,"(4, 4)",-50
w7/5b1w/b2bw1bb/2bw4/2w1b3/8/8/4w3 w,"(4, 3)",-50
w7/5b1w/b2bw1bb/2bw4/2w1b3/8/8/4w3 b,"(2, 6)",-100,-1
5bb1/1b1bw1bw/8/b6w/1b5b/5w1b/2w2b2/1bwww1ww b,"(6, 8)",-100,-1
5wb1/b7/5b2/wwb5/4w3/8/4b3/8 b,"(4, 5)",0
5wb1/b7/5b2/wwb5/3ww3/3b4/4b3/8 w,"(4, 6)",0
5wb1/b7/5b2/wwb5/3ww3/3b4/4b3/8 b,"(4, 4)",0
5wb1/b7/5b2/wwbw4/2bww3/3b4/4b3/8 w,"(3, 5)",50
5wb1/b7/5b2/wwbw4/2bww3/3b4/4b3/8 b,"(6, 8)",1
5wb1/b7/5b2/wwbw1b2/2bww3/3b4/4b3/5w2 w,"(6, 4)",1
5wb1/b7/5b2/wwbw1b2/2bww3/3b4/4b3/5w2 b,"(5, 4)",1
5wb1/b7/5b2/wwbwwb2/2bwwb2/3b4/4b3/5w2 w,"(6, 5)",50
5wb1/b7/5b2/wwbwwb2/2bwwb2/3b4/4b3/5w2 b,"(6, 2)",50
5wb1/b4w2/5b2/wwbwwb2/2bwwb2/3b1b2/4b3/5w2 w,"(6, 6)",100,1
2b1b3/2b1w3/6bw/8/6w1/2w5/2b5/8 b,"(5, 5)",0
2b1b3/2b1w3/6bw/3b4/4w1w1/2w5/2b5/8 w,"(4, 4)",0
2b1b3/2b1w3/6bw/3b4/4w1w1/2w5/2b5/8 b,"(4, 5)",-50
2b1b3/2b1w3/6bw/3bb3/3ww1w1/2w5/2b5/8 w,"(5, 4)",-50
2b1b3/2b1w3/6bw/3bb3/3ww1w1/2w5/2b5/8 b,"(6, 5)",-100,-1
b4bw1/bbbwwbw1/b4w1w/4b1w1/1b1w2w1/w2b1w2/1b6/b2w3b b,"(1, 4)",-50
b2b1bw1/bbbwwbw1/b4w1w/w3b1w1/1b1w2w1/w2b1w2/1b6/b2w3b w,"(4, 1)",-50
b2b1bw1/bbbwwbw1/b4w1w/w3b1w1/1b1w2w1/w2b1w2/1b6/b2w3b b,"(5, 7)",-100,-1
8/8/4b3/8/8/8/8/8 b,"(4, 5)",0
8/8/4b3/8/2bw4/8/8/8 w,"(3, 5)",0
8/8/4b3/8/2bw4/8/8/8 b,"(5, 5)",0
8/8/4b3/3b4/2bww3/8/8/8 w,"(4, 4)",50
8/8/4b3/3b4/2bww3/8/8/8 b,"(2, 6)",50
8/5b2/4b3/3b4/2bww3/1w6/8/8 w,"(6, 2)",100,1
8/8/8/8/2b5/1w5b/2b5/4w3 b,"(3, 4)",0
8/8/8/2w5/2bb4/1w5b/2b5/4w3 w,"(4, 5)",0
8/8/8/2w5/2bb4/1w5b/2b5/4w3 b,"(4, 4)",0
8/8/3b4/2ww4/2bb4/1w5b/2b5/4w3 w,"(4, 3)",0
8/8/3b4/2ww4/2bb4/1w5b/2b5/4w3 b,"(5, 4)",-50
8/8/3b4/1bwww3/2bb4/1w5b/2b5/4w3 w,"(2, 4)",-50
8/8/3b4/1bwww3/2bb4/1w5b/2b5/4w3 b,"(6, 4)",-100,-1
b7/4w3/8/8/4b1b1/2w5/8/8 w,"(5, 5)",0
b7/4w3/8/8/4b1b1/2w5/8/8 b,"(5, 4)",0
b7/4w3/3b4/4w3/4b1b1/2w5/8/8 w,"(4, 3)",0
b7/4w3/3b4/4w3/4b1b1/2w5/8/8 b,"(4, 6)",0
b7/4w3/3b4/2b1w3/4b1b1/2ww4/8/8 w,"(3, 4)",0
b7/4w3/3b4/2b1w3/4b1b1/2ww4/8/8 b,"(4, 5)",-50
b7/4w3/3b4/2b1w3/3wb1b1/2ww4/1b6/8 w,"(2, 7)",-50
b7/4w3/3b4/2b1w3/3wb1b1/2ww4/1b6/8 b,"(6, 3)",-100,-1
1bw5/1w1b1ww1/wb1b1b2/wbb1b1bb/bwbwwwb1/wbb2b2/5w1b/w3www1 w,"(1, 5)",50
1bw5/1w1b1ww1/wb1b1b2/wbb1b1bb/bwbwwwb1/wbb2b2/5w1b/w3www1 b,"(3, 2)",-50
1bw5/1wwb1ww1/wbbb1b2/wbb1b1bb/bwbwwwb1/wbb2b2/5w1b/w3www1 w,"(3, 3)",100,1
bw1bww1b/1w2b2b/1w5b/1bw2bw1/b4w2/b1w1wbbw/2w1b3/3w1b2 w,"(2, 4)",50
bw1bww1b/1w2b2b/1w5b/1bw2bw1/b4w2/b1w1wbbw/2w1b3/3w1b2 b,"(3, 5)",-100,-1
w3bb2/2w3w1/8/bw5w/b1w5/b7/b7/2b5 w,"(1, 5)",100,1
1w5b/6b1/8/2b3w1/8/5b2/3w4/8 w,"(3, 4)",0
1w5b/6b1/8/2b3w1/8/5b2/3w4/8 b,"(5, 4)",0
1w5b/6b1/8/2bbw1w1/8/5b2/3w4/8 w,"(4, 4)",0
1w5b/6b1/8/2bbw1w1/8/5b2/3w4/8 b,"(4, 6)",0
1w5b/6b1/8/2bbw1w1/3b4/3w1b2/3w4/8 w,"(4, 5)",0
1w5b/6b1/8/2bbw1w1/3b4/3w1b2/3w4/8 b,"(3, 5)",0
1w5b/6b1/8/2bbw1w1/2wbb3/3w1b2/3w4/8 w,"(5, 5)",50
1w5b/6b1/8/2bbw1w1/2wbb3/3w1b2/3w4/8 b,"(3, 3)",50
1w5b/6b1/2w5/2bbw1w1/2wbb3/3w1b2/3w2b1/8 w,"(7, 7)",100,1
bw2b2w/1w3b2/5w2/6w1/3wbbww/2w2b2/3b2b1/w1b1bb2 b,"(2, 7)",-100,-1
8/7w/8/4b3/8/8/8/1b6 w,"(5, 4)",0
8/7w/8/4b3/8/8/8/1b6 b,"(5, 5)",0
8/7w/8/3bb3/4w3/8/8/1b6 w,"(4, 4)",0
8/7w/8/3bb3/4w3/8/8/1b6 b,"(4, 3)",0
8/7w/3w4/2bbb3/4w3/8/8/1b6 w,"(3, 4)",50
8/7w/3w4/2bbb3/4w3/8/8/1b6 b,"(2, 4)",50
8/7w/3w4/1wbbbb2/4w3/8/8/1b6 w,"(6, 4)",100,1
8/8/8/8/8/8/8/1b6 b,"(5, 5)",0
8/8/8/4b3/4w3/8/8/1b6 w,"(5, 4)",0
8/8/8/4b3/4w3/8/8/1b6 b,"(4, 5)",0
8/8/3b4/4b3/3ww3/8/8/1b6 w,"(4, 3)",0
8/8/3b4/4b3/3ww3/8/8/1b6 b,"(4, 6)",0
8/8/3b4/4b3/2bww3/3w4/8/1b6 w,"(3, 5)",0
8/8/3b4/4b3/2bww3/3w4/8/1b6 b,"(4, 4)",-50
8/8/3bb3/3wb3/2bww3/3w4/8/1b6 w,"(5, 3)",-50
8/8/3bb3/3wb3/2bww3/3w4/8/1b6 b,"(4, 7)",-100,-1
8/b3w3/4w3/6b1/4b3/2w2b2/b5w1/8 b,"(3, 4)",0
8/b3w3/4w3/2wb2b1/4b3/2w2b2/b5w1/8 w,"(4, 4)",50
8/b3w3/4w3/2wb2b1/4b3/2w2b2/b5w1/8 b,"(3, 3)",-50
8/b3w3/2w1w3/2wb2b1/2b1b3/2w2b2/b5w1/8 w,"(3, 5)",50
8/b3w3/2w1w3/2wb2b1/2b1b3/2w2b2/b5w1/8 b,"(4, 5)",50
8/b3w3/2w1w3/2wb2b1/2bwb3/1bw2b2/b5w1/8 w,"(2, 6)",100,1
1b4w1/bwb5/1wbwbb1w/bw1w4/2w1bb1b/b5bw/4w3/2b1ww2 b,"(2, 5)",-100,-1
1bbbbb2/4ww2/bb4ww/5wb1/6wb/6bb/w3bww1/1w2bww1 w,"(4, 1)",100,1
8/8/b3w3/4b2b/1w2b3/4bb2/2w1bw2/1w2w3 w,"(5, 7)",100,1
8/8/8/8/7b/8/8/8 b,"(3, 4)",0
8/8/8/2wb4/7b/8/8/8 w,"(4, 4)",0
8/8/8/2wb4/7b/8/8/8 b,"(5, 5)",0
8/8/8/2wb4/2b1w2b/8/8/8 w,"(3, 5)",0
8/8/8/2wb4/2b1w2b/8/8/8 b,"(4, 3)",0
8/8/3wb3/2wb4/2b1w2b/8/8/8 w,"(5, 3)",50
8/8/3wb3/2wb4/2b1w2b/8/8/8 b,"(2, 6)",50
8/5b2/3wb3/2wb4/2b1w2b/1w6/8/8 w,"(6, 2)",100,1
8/5bw1/8/4bw2/8/8/3b4/8 w,"(5, 4)",0
8/5bw1/8/4bw2/8/8/3b4/8 b,"(4, 5)",0
8/5bw1/8/4bw2/2bw4/8/3b4/8 w,"(3, 5)",0
8/5bw1/8/4bw2/2bw4/8/3b4/8 b,"(3, 4)",0
8/5bw1/8/2wbbw2/2bw4/8/3b4/8 w,"(4, 4)",50
8/5bw1/8/2wbbw2/2bw4/8/3b4/8 b,"(4, 3)",50
8/5bw1/3wb3/2wbbw2/2bw4/8/3b4/8 w,"(5, 3)",100,1
w2wbbw1/b1wbww1w/7w/b6w/3b1b1b/1wbbbww1/b1bw4/1bbww2b b,"(3, 5)",-50
w2wbbw1/b1wbww1w/7w/b6w/2wbbb1b/1wbbbww1/b1bw4/1bbww2b w,"(5, 5)",100,1
8/1b1w1w2/w1b2b2/4b1b1/w3bw2/b4b2/1w1w2b1/5wbw b,"(3, 5)",50
8/1b1w1w2/w1b2b2/3bb1b1/w1w1bw2/b4b2/1w1w2b1/5wbw w,"(4, 4)",100,1
b7/2wb4/b2ww3/1w1b4/2b5/3bb1w1/7b/1w3w2 w,"(4, 4)",0
b7/2wb4/b2ww3/1w1b4/2b5/3bb1w1/7b/1w3w2 b,"(5, 5)",0
b7/2wb4/b2ww3/1w1b4/2bbw3/3bb1w1/7b/1w3w2 w,"(4, 5)",50
b7/2wb4/b2ww3/1w1b4/2bbw3/3bb1w1/7b/1w3w2 b,"(5, 4)",-50
bb6/2wb4/b2ww3/1w1bw3/2bbw3/3bb1w1/7b/1w3w2 w,"(2, 1)",50
bb6/2wb4/b2ww3/1w1bw3/2bbw3/3bb1w1/7b/1w3w2 b,"(4, 7)",-50
bb6/2wbb3/b2ww3/1w1bw3/2bbw3/3bb1w1/3w3b/1w3w2 w,"(5, 2)",-50
bb6/2wbb3/b2ww3/1w1bw3/2bbw3/3bb1w1/3w3b/1w3w2 b,"(6, 5)",-100,-1
5ww1/bb6/w1b1w3/4w1bw/7b/1wb3bb/w1b2w2/1b6 b,"(4, 4)",-50
5ww1/bb6/w1b1w3/3ww1bw/2b4b/1wb3bb/w1b2w2/1b6 w,"(3, 5)",50
5ww1/bb6/w1b1w3/3ww1bw/2b4b/1wb3bb/w1b2w2/1b6 b,"(3, 4)",-50
5ww1/bb6/w1b1w3/1bwww1bw/2b4b/1wb3bb/w1b2w2/1b6 w,"(2, 4)",50
5ww1/bb6/w1b1w3/1bwww1bw/2b4b/1wb3bb/w1b2w2/1b6 b,"(3, 8)",-50
5ww1/bb3b2/w1b1w3/1bwww1bw/2b4b/1wb3bb/w1b2w2/1bw5 w,"(6, 2)",-50
5ww1/bb3b2/w1b1w3/1bwww1bw/2b4b/1wb3bb/w1b2w2/1bw5 b,"(6, 4)",-100,-1
w2wb1bw/1bw4w/w2w2b1/b1w2bw1/1ww2w2/b1bbb2b/b3b3/2wbwwbb w,"(1, 6)",50
w2wb1bw/1bw4w/w2w2b1/b1w2bw1/1ww2w2/b1bbb2b/b3b3/2wbwwbb b,"(1, 5)",-50
w2wb1bw/1bw4w/w2w2b1/b1w2bw1/www2w2/bbbbb2b/b3b3/2wbwwbb w,"(2, 6)",100,1
5b2/8/8/8/2b1w3/8/8/8 b,"(3, 4)",0
5b2/8/8/2w1b3/2b1w3/8/8/8 w,"(5, 4)",0
5b2/8/8/2w1b3/2b1w3/8/8/8 b,"(4, 6)",0
5b2/8/8/2wbb3/2b1w3/3w4/8/8 w,"(4, 4)",0
5b2/8/8/2wbb3/2b1w3/3w4/8/8 b,"(4, 3)",0
5b2/8/3w4/2wbbb2/2b1w3/3w4/8/8 w,"(6, 4)",50
5b2/8/3w4/2wbbb2/2b1w3/3w4/8/8 b,"(6, 5)",50
5b2/8/3w4/2wbbbb1/2b1ww2/3w4/8/8 w,"(7, 4)",100,1
2b2b2/b4w2/4b1bw/2w5/2w5/8/3w4/1b6 b,"(4, 3)",0
2b2b2/b4w2/3wb1bw/2w5/2wb4/8/3w4/1b6 w,"(4, 5)",0
2b2b2/b4w2/3wb1bw/2w5/2wb4/8/3w4/1b6 b,"(4, 6)",0
2b2b2/b4w2/3wb1bw/2wb4/2wb4/3w4/3w4/1b6 w,"(4, 4)",0
2b2b2/b4w2/3wb1bw/2wb4/2wb4/3w4/3w4/1b6 b,"(6, 5)",0
2b2b2/b4w2/3wb1bw/1bwb4/2wb1w2/3w4/3w4/1b6 w,"(2, 4)",0
2b2b2/b4w2/3wb1bw/1bwb4/2wb1w2/3w4/3w4/1b6 b,"(5, 4)",-50
2b2b2/b1b2w2/3wb1bw/1bwbw3/2wb1w2/3w4/3w4/1b6 w,"(3, 2)",-50
2b2b2/b1b2w2/3wb1bw/1bwbw3/2wb1w2/3w4/3w4/1b6 b,"(7, 6)",-100,-1
8/4w3/7b/2b5/7w/1b6/1b4w1/8 b,"(5, 4)",0
8/4w3/7b/2bbw3/7w/1b6/1b4w1/8 w,"(4, 4)",0
8/4w3/7b/2bbw3/7w/1b6/1b4w1/8 b,"(3, 5)",0
8/4w3/4b2b/2bbw3/2w4w/1b6/1b4w1/8 w,"(5, 3)",0
8/4w3/4b2b/2bbw3/2w4w/1b6/1b4w1/8 b,"(5, 5)",0
8/4w3/4b2b/2bbw3/2w1w2w/1b2b3/1b4w1/8 w,"(5, 6)",0
8/4w3/4b2b/2bbw3/2w1w2w/1b2b3/1b4w1/8 b,"(4, 5)",-50
8/4w3/4b2b/2bbw3/1bwww2w/1b2b3/1b4w1/8 w,"(2, 5)",50
8/4w3/4b2b/2bbw3/1bwww2w/1b2b3/1b4w1/8 b,"(2, 4)",-50
8/4w3/4b2b/1wbbw3/1bwww2w/1b2b3/1b4w1/1b6 w,"(2, 8)",100,1
5wbb/3w4/1bb4w/3w2w1/w2b3b/w1b1b3/2w2b2/3b1wbw w,"(4, 5)",100,1
1w1b1wb1/b2w2wb/w1bw3w/b6w/bb1w1wb1/1ww1bb2/bww2bbb/3w1b2 w,"(1, 5)",50
1w1b1wb1/b2w2wb/w1bw3w/b6w/bb1w1wb1/1ww1bb2/bww2bbb/3w1b2 b,"(1, 6)",-50
1w1b1wb1/b2w2wb/w1bw3w/b6w/bb1w1wb1/www1bb2/bww2bbb/b2w1b2 w,"(1, 8)",50
1w1b1wb1/b2w2wb/w1bw3w/b6w/bb1w1wb1/www1bb2/bww2bbb/b2w1b2 b,"(4, 4)",-100,-1
1w4b1/bw2w3/1w1w2w1/bbb2b2/w1b4w/1w4b1/2bwb3/1b6 w,"(2, 4)",50
1w4b1/bw2w3/1w1w2w1/bbb2b2/w1b4w/1w4b1/2bwb3/1b6 b,"(3, 6)",50
1w4b1/bw2w3/1w1w2w1/bbbb1b2/w1b4w/1ww3b1/2bwb3/1b6 w,"(4, 4)",100,1
6b1/8/2bw1wb1/8/5w2/w4b2/3b4/8 b,"(4, 4)",0
6b1/8/2bw1wb1/3wb3/5w2/w4b2/3b4/8 w,"(5, 4)",0
6b1/8/2bw1wb1/3wb3/5w2/w4b2/3b4/8 b,"(4, 5)",-50
6b1/3b4/2bw1wb1/3wb3/3w1w2/w4b2/3b4/8 w,"(4, 2)",-50
6b1/3b4/2bw1wb1/3wb3/3w1w2/w4b2/3b4/8 b,"(4, 6)",-100,-1
1ww2bwb/w2bb2w/3w4/b2w4/2bw1bb1/7w/1w1bb3/5b2 w,"(4, 2)",50
1ww2bwb/w2bb2w/3w4/b2w4/2bw1bb1/7w/1w1bb3/5b2 b,"(4, 6)",-100,-1
b1w2w2/b7/8/3w4/8/5b2/6bw/2b5 b,"(5, 4)",0
b1w2w2/b7/8/3ww3/3b4/5b2/6bw/2b5 w,"(4, 5)",0
b1w2w2/b7/8/3ww3/3b4/5b2/6bw/2b5 b,"(5, 5)",0
b1w2w2/b7/8/2bww3/3bw3/5b2/6bw/2b5 w,"(3, 4)",50
b1w2w2/b7/8/2bww3/3bw3/5b2/6bw/2b5 b,"(3, 5)",50
b1w2w2/b7/1b6/2bww3/2wbw3/5b2/6bw/2b5 w,"(2, 3)",100,1
7b/6b1/w1w5/8/8/1b6/1b3w2/8 b,"(3, 4)",0
7b/6b1/w1w5/2w5/3b4/1b6/1b3w2/8 w,"(4, 5)",0
7b/6b1/w1w5/2w5/3b4/1b6/1b3w2/8 b,"(4, 4)",0
7b/6b1/w1w5/2wwb3/3b4/1b6/1b3w2/8 w,"(5, 4)",50
7b/6b1/w1w5/2wwb3/3b4/1b6/1b3w2/8 b,"(3, 6)",-50
7b/6b1/w1w5/2wwb3/2bb4/1bw5/1b3w2/8 w,"(3, 5)",50
7b/6b1/w1w5/2wwb3/2bb4/1bw5/1b3w2/8 b,"(4, 6)",50
7b/6b1/w1w2b2/2wwb3/2bb4/1bww4/1b3w2/8 w,"(6, 3)",100,1
1bb1b2w/b1b2w2/bw2w1b1/bw2w2b/bb1wbbw1/8/w6w/w1w2w1b w,"(1, 2)",100,1
8/8/8/8/8/8/1b1b4/1w6 b,"(4, 5)",0
8/8/8/3b4/3w4/8/1b1b4/1w6 w,"(4, 4)",0
8/8/8/3b4/3w4/8/1b1b4/1w6 b,"(4, 3)",0
8/8/3w4/3b4/3wb3/8/1b1b4/1w6 w,"(5, 5)",0
8/8/3w4/3b4/3wb3/8/1b1b4/1w6 b,"(5, 4)",0
8/8/3w4/3bw3/2bwb3/8/1b1b4/1w6 w,"(3, 5)",0
8/8/3w4/3bw3/2bwb3/8/1b1b4/1w6 b,"(4, 6)",0
8/8/3w4/3bw3/2bwbb2/3w4/1b1b4/1w6 w,"(6, 5)",0
8/8/3w4/3bw3/2bwbb2/3w4/1b1b4/1w6 b,"(2, 4)",0
8/8/3w4/1w1bw3/1bbwbb2/3w4/1b1b4/1w6 w,"(2, 5)",0
8/8/3w4/1w1bw3/1bbwbb2/3w4/1b1b4/1w6 b,"(6, 4)",0
8/8/2bw4/1w1bww2/1bbwbb2/3w4/1b1b4/1w6 w,"(3, 3)",50
8/8/2bw4/1w1bww2/1bbwbb2/3w4/1b1b4/1w6 b,"(2, 2)",50
8/1w6/2bw4/1w1bww2/1bbwbb2/3w1b2/1b1b4/1w6 w,"(6, 6)",100,1
5b2/8/3b4/1w1ww3/w1b5/2b2w2/1b6/b3b1w1 b,"(3, 4)",-100,-1
8/5b2/3w1w2/8/4b3/b5b1/4b2w/5w2 b,"(4, 5)",0
8/5b2/3w1w2/4b3/3wb3/b5b1/4b2w/5w2 w,"(5, 4)",50
8/5b2/3w1w2/4b3/3wb3/b5b1/4b2w/5w2 b,"(3, 4)",50
8/5b2/3w1w2/2w1b3/3wb3/b3b1b1/4b2w/5w2 w,"(5, 6)",100,1
www3b1/3b1bw1/w7/6w1/b1w1wb2/1w2b1w1/1b1b2b1/1b2b3 b,"(3, 8)",-50
www3b1/3b1bw1/w7/6w1/b1wbwb2/1w2b1w1/1b1b2b1/1bw1b3 w,"(4, 5)",-50
www3b1/3b1bw1/w7/6w1/b1wbwb2/1w2b1w1/1b1b2b1/1bw1b3 b,"(4, 1)",-100,-1
w5b1/6w1/1bwwbb1w/w4w1b/5b2/w3b3/1b1b4/8 b,"(3, 8)",50
w5b1/6w1/1bwwbb1w/w4wbb/5b2/w3b3/1b1b4/2w5 w,"(7, 4)",100,1
w2b2w1/1b1ww3/b1bw3b/8/2w1w3/7b/b3b1b1/ww3b2 b,"(4, 4)",-50
w2b2w1/1b1ww3/b1bw3b/3w4/2wbw3/7b/b3b1b1/ww3b2 w,"(4, 5)",0
w2b2w1/1b1ww3/b1bw3b/3w4/2wbw3/7b/b3b1b1/ww3b2 b,"(5, 4)",-50
w2b2w1/1b1ww3/b1bw3b/2bww3/2wbw3/7b/b3b1b1/ww3b2 w,"(3, 4)",-50
w2b2w1/1b1ww3/b1bw3b/2bww3/2wbw3/7b/b3b1b1/ww3b2 b,"(5, 3)",-100,-1
1b3www/b2b4/2w3b1/bw1b1bbb/1w2wb2/4ww2/2w2bb1/w2wb3 b,"(5, 1)",-100,-1
b1bb2ww/8/3wb2w/bb1w1b2/8/1b6/1w6/w3b2w b,"(2, 1)",50
bwbb2ww/3b4/3wb2w/bb1w1b2/8/1b6/1w6/w3b2w w,"(4, 2)",100,1
1bw5/bw2b1w1/1bb4w/bwwwbbw1/ww2b1w1/w2w4/3bb2w/b2b1bb1 b,"(4, 3)",-100,-1
1w1wb2w/5b1b/w1b1b3/1b3wb1/8/2w1bb1w/w1wb1b1w/4w2b b,"(4, 2)",50
1w1wb2w/3w1b1b/w1b1b3/1b3wb1/5b2/2w1bb1w/w1wb1b1w/4w2b w,"(6, 5)",100,1
8/2w1ww2/bbwb1wb1/bb3wwb/bw1wb3/1wb1bbb1/1bb2w2/ww1wb2w b,"(1, 2)",-50
8/w1w1ww2/bbwb1wb1/bb3wwb/bw1wb3/bwb1bbb1/1bb2w2/ww1wb2w w,"(1, 6)",100,1
6b1/2b3b1/7b/4wbw1/4bw1b/b1ww3w/b3wb1w/5w2 b,"(3, 5)",-100,-1
4bb2/2bw3w/3bb1w1/b2bw3/3w2ww/3w4/2w1w3/bbb1wb1b b,"(4, 8)",-50
4bb2/2bw3w/3bb1w1/b2bw3/3w2ww/3w4/2wbw3/bbbwwb1b w,"(4, 7)",-50
4bb2/2bw3w/3bb1w1/b2bw3/3w2ww/3w4/2wbw3/bbbwwb1b b,"(6, 6)",-100,-1
b5w1/2bw2w1/8/5bw1/3bb2w/4w1b1/7b/3b3w w,"(5, 5)",-50
b5w1/2bw2w1/8/5bw1/3bb2w/4w1b1/7b/3b3w b,"(7, 3)",-100,-1
w2b1bb1/bwbb4/5b1w/6bw/8/2b1b1w1/wbww4/2ww4 w,"(2, 7)",50
w2b1bb1/bwbb4/5b1w/6bw/8/2b1b1w1/wbww4/2ww4 b,"(5, 1)",50
w2bwbb1/bwbbb3/5b1w/6bw/8/2b1b1w1/wbww4/2ww4 w,"(5, 2)",100,1
8/8/8/2b5/8/8/8/8 w,"(3, 4)",0
8/8/8/2b5/8/8/8/8 b,"(5, 5)",0
8/8/8/2b5/2b1w3/8/8/8 w,"(3, 5)",0
8/8/8/2b5/2b1w3/8/8/8 b,"(4, 6)",0
8/8/3b4/2b5/2b1w3/3w4/8/8 w,"(4, 3)",0
8/8/3b4/2b5/2b1w3/3w4/8/8 b,"(4, 4)",0
8/8/3bb3/2bw4/2b1w3/3w4/8/8 w,"(5, 3)",0
8/8/3bb3/2bw4/2b1w3/3w4/8/8 b,"(4, 5)",-50
8/8/3bb3/2bw1b2/2bww3/3w4/8/8 w,"(6, 4)",-50
8/8/3bb3/2bw1b2/2bww3/3w4/8/8 b,"(4, 7)",-100,-1
1bw3b1/3w1bb1/4b3/1w1b4/3w3b/bwb5/w3w1w1/2bbw2w w,"(5, 3)",100,1
1wb5/1w6/4w3/b5b1/1bb2wbw/2b4w/3b4/2w2bw1 w,"(3, 6)",100,1
3bw2w/1wb4w/2w1bb1w/1bw3bb/bw6/wbb1bb1w/b2wbw2/1bw1w3 b,"(4, 3)",-100,-1
1b6/2b5/1w6/8/8/4b1w1/3w4/4b3 b,"(5, 4)",0
1b6/2b5/1w6/4w3/4b3/4b1w1/3w4/4b3 w,"(5, 5)",50
1b6/2b5/1w6/4w3/4b3/4b1w1/3w4/4b3 b,"(3, 4)",50
1b6/2b5/1w6/2w1w3/4b3/4b1w1/3wb3/4b3 w,"(5, 7)",100,1
5w1b/1w1b3b/8/4b3/1b4w1/b1w1w3/3b4/w1w1bwb1 w,"(5, 4)",0
5w1b/1w1b3b/8/4b3/1b4w1/b1w1w3/3b4/w1w1bwb1 b,"(3, 5)",-50
5w1b/1w1b3b/8/4b3/1bw1b1w1/b1w1w3/3b4/w1w1bwb1 w,"(5, 5)",-50
5w1b/1w1b3b/8/4b3/1bw1b1w1/b1w1w3/3b4/w1w1bwb1 b,"(3, 7)",-100,-1
2w5/2ww4/8/w1w4b/bb3b2/2w5/b5b1/7b b,"(3, 3)",-100,-1
1w3wb1/3b2b1/w7/2www2w/1bw5/3bb1b1/wb1bb1w1/b4bw1 b,"(2, 4)",-100,-1
wbw1w1b1/wbwww2b/b2wbww1/ww3bb1/1w1b3b/b4b2/3b1bb1/w3wb2 b,"(3, 3)",-100,-1
5w1b/w5b1/5b2/7w/2w3w1/2b1b3/1bbww3/1b6 b,"(5, 4)",-50
5w1b/w5b1/5b2/4w2w/2w3w1/2b1bb2/1bbww3/1b6 w,"(6, 6)",50
5w1b/w5b1/5b2/4w2w/2w3w1/2b1bb2/1bbww3/1b6 b,"(4, 6)",-50
5w1b/w5b1/5b2/1b2w2w/2w3w1/2bwbb2/1bbww3/1b6 w,"(2, 4)",-50
5w1b/w5b1/5b2/1b2w2w/2w3w1/2bwbb2/1bbww3/1b6 b,"(6, 8)",-100,-1
7b/3w1b2/1w6/3bb2b/3w1bw1/w3b3/2w5/wb6 w,"(4, 4)",0
7b/3w1b2/1w6/3bb2b/3w1bw1/w3b3/2w5/wb6 b,"(5, 5)",0
7b/3w1b2/1w6/2bbb2b/3wwbw1/w3b3/2w5/wb6 w,"(3, 4)",50
7b/3w1b2/1w6/2bbb2b/3wwbw1/w3b3/2w5/wb6 b,"(2, 4)",50
7b/3w1b2/1w6/1wbbbb1b/3wwbw1/w3b3/2w5/wb6 w,"(6, 4)",100,1
1b5w/wb1w1wb1/1bb2w2/bwbbw1wb/w2bbw1b/1bw4b/5w1w/3w1b2 w,"(3, 3)",100,1
b4bwb/4b2b/1b3w1w/w1b5/wbww2wb/1w2b3/1b4b1/3ww3 b,"(3, 7)",-100,-1
8/8/8/3b4/8/8/8/8 w,"(4, 4)",0
8/8/8/3b4/8/8/8/8 b,"(4, 5)",0
8/8/8/3b4/2bw4/8/8/8 w,"(3, 5)",0
8/8/8/3b4/2bw4/8/8/8 b,"(4, 6)",0
8/8/8/3b4/2bwb3/3w4/8/8 w,"(5, 5)",0
8/8/8/3b4/2bwb3/3w4/8/8 b,"(4, 3)",0
8/8/3w4/3bb3/2bwb3/3w4/8/8 w,"(5, 4)",0
8/8/3w4/3bb3/2bwb3/3w4/8/8 b,"(6, 4)",0
8/8/3w4/2bbbw2/2bwb3/3w4/8/8 w,"(3, 4)",50
8/8/3w4/2bbbw2/2bwb3/3w4/8/8 b,"(2, 4)",1
8/8/3wb3/1wbbbw2/2bwb3/3w4/8/8 w,"(5, 3)",50
8/8/3wb3/1wbbbw2/2bwb3/3w4/8/8 b,"(2, 6)",50
8/4b3/3wb3/1wbbbw2/2bwb3/1w1w4/8/8 w,"(5, 2)",100,1
1w2w1bb/2b5/7b/5bb1/2bw2b1/2b1w3/w1bw2w1/w1w2b1w b,"(3, 4)",-50
1w2w1bb/2b5/1b5b/2w2bb1/2bw2b1/2b1w3/w1bw2w1/w1w2b1w w,"(2, 3)",-50
